580, 28.740493, 28.559999, 28.829999, 28.722877, 28.906679, 28.830030
935, 28.761940, 28.569999, 28.829999, 28.719673, 28.906679, 28.859176
1274, 28.761940, 28.569999, 28.850000, 28.708457, 28.906679, 28.862247
1612, 28.772666, 28.569999, 28.870000, 28.726081, 28.906679, 28.871225
1951, 28.772666, 28.569999, 28.870000, 28.728485, 28.906679, 28.871585
2290, 28.794113, 28.569999, 28.879999, 28.739299, 28.906679, 28.879404
2629, 28.804840, 28.569999, 28.879999, 28.728485, 28.906679, 28.879983
2967, 28.804840, 28.590000, 28.879999, 28.705654, 28.906679, 28.881505
3306, 28.826293, 28.590000, 28.899999, 28.709659, 28.906679, 28.890645
3645, 28.837013, 28.600000, 28.899999, 28.712863, 28.906679, 28.895483
3983, 28.837013, 28.590000, 28.879999, 28.694038, 28.898321, 28.884286
4322, 28.826293, 28.590000, 28.879999, 28.716068, 28.898321, 28.885236
4661, 28.826293, 28.590000, 28.879999, 28.723278, 28.898321, 28.886230
5000, 28.837013, 28.569999, 28.879999, 28.706855, 28.898321, 28.881361
5338, 28.847740, 28.590000, 28.899999, 28.717269, 28.898321, 28.893976
5677, 28.847740, 28.600000, 28.879999, 28.747310, 28.906679, 28.897760
6016, 28.858467, 28.590000, 28.879999, 28.696441, 28.906679, 28.890493
6354, 28.847740, 28.590000, 28.879999, 28.696842, 28.906679, 28.888488
6693, 28.858467, 28.600000, 28.879999, 28.688030, 28.915077, 28.893436
7032, 28.858467, 28.600000, 28.879999, 28.699645, 28.915077, 28.895050
7370, 28.879913, 28.600000, 28.899999, 28.710861, 28.915077, 28.905179
7709, 28.879913, 28.620000, 28.879999, 28.715667, 28.915077, 28.906024
8048, 28.869194, 28.600000, 28.899999, 28.716468, 28.915077, 28.903949
8387, 28.869194, 28.600000, 28.899999, 28.734893, 28.915077, 28.906473
8725, 28.879913, 28.600000, 28.899999, 28.713665, 28.915077, 28.905605
9064, 28.879913, 28.600000, 28.899999, 28.720073, 28.915077, 28.906480
9403, 28.869194, 28.600000, 28.899999, 28.708457, 28.915077, 28.902854
9741, 28.869194, 28.600000, 28.899999, 28.708858, 28.915077, 28.902896
10080, 28.869194, 28.600000, 28.879999, 28.710861, 28.906679, 28.896860
10419, 28.879913, 28.600000, 28.879999, 28.735294, 28.906679, 28.902233
10758, 28.869194, 28.590000, 28.879999, 28.672008, 28.898321, 28.887403
11096, 28.869194, 28.590000, 28.879999, 28.706455, 28.898321, 28.892080
11435, 28.869194, 28.590000, 28.879999, 28.714065, 28.898321, 28.893144
11774, 28.858467, 28.590000, 28.879999, 28.706455, 28.898321, 28.890064
12112, 28.879913, 28.590000, 28.870000, 28.680419, 28.889883, 28.886489
12451, 28.858467, 28.569999, 28.870000, 28.690032, 28.889883, 28.879064
12790, 28.847740, 28.569999, 28.879999, 28.698844, 28.889883, 28.880460
13129, 28.837013, 28.569999, 28.879999, 28.702850, 28.898321, 28.880790
13467, 28.858467, 28.590000, 28.879999, 28.695640, 28.898321, 28.888534
13806, 28.847740, 28.590000, 28.879999, 28.716068, 28.898321, 28.889329
14145, 28.847740, 28.590000, 28.899999, 28.699645, 28.898321, 28.891582
14483, 28.869194, 28.600000, 28.879999, 28.704051, 28.898321, 28.894092
14822, 28.869194, 28.590000, 28.899999, 28.711662, 28.889883, 28.895521
15161, 28.858467, 28.590000, 28.879999, 28.705654, 28.889883, 28.888153
15500, 28.869194, 28.590000, 28.899999, 28.714466, 28.881484, 28.894083
15838, 28.858467, 28.590000, 28.879999, 28.720474, 28.881484, 28.888381
16177, 28.858467, 28.590000, 28.879999, 28.720874, 28.889883, 28.890218
16516, 28.858467, 28.590000, 28.899999, 28.720073, 28.881484, 28.892822
16854, 28.858467, 28.569999, 28.879999, 28.696842, 28.873085, 28.878673
17193, 28.858467, 28.590000, 28.879999, 28.712863, 28.873085, 28.885480
17532, 28.847740, 28.590000, 28.879999, 28.699645, 28.873085, 28.881652
17870, 28.869194, 28.590000, 28.879999, 28.688831, 28.873085, 28.884231
18209, 28.858467, 28.590000, 28.879999, 28.694438, 28.873085, 28.882970
18548, 28.858467, 28.590000, 28.879999, 28.673610, 28.864727, 28.878314
18887, 28.858467, 28.600000, 28.879999, 28.659992, 28.864727, 28.878755
19225, 28.858467, 28.600000, 28.879999, 28.651180, 28.864727, 28.877546
19564, 28.869194, 28.569999, 28.879999, 28.653583, 28.864727, 28.872924
19903, 28.869194, 28.569999, 28.879999, 28.672409, 28.864727, 28.875495
20241, 28.858467, 28.590000, 28.879999, 28.678016, 28.864727, 28.878892
20580, 28.858467, 28.569999, 28.899999, 28.685626, 28.864727, 28.879798
20919, 28.879913, 28.569999, 28.879999, 28.685226, 28.864727, 28.879318
21258, 28.858467, 28.569999, 28.879999, 28.692836, 28.864727, 28.876283
21596, 28.858467, 28.569999, 28.879999, 28.709259, 28.864727, 28.878528
21935, 28.858467, 28.569999, 28.879999, 28.676815, 28.864727, 28.874082
22274, 28.869194, 28.569999, 28.879999, 28.690433, 28.864727, 28.877975
22612, 28.869194, 28.569999, 28.870000, 28.678817, 28.864727, 28.874137
22951, 28.858467, 28.569999, 28.870000, 28.667602, 28.856328, 28.868745
23290, 28.858467, 28.569999, 28.870000, 28.662395, 28.864727, 28.869813
23629, 28.869194, 28.559999, 28.870000, 28.678817, 28.864727, 28.871782
23967, 28.879913, 28.569999, 28.870000, 28.671207, 28.864727, 28.875108
24306, 28.869194, 28.569999, 28.870000, 28.681221, 28.864727, 28.874460
24645, 28.858467, 28.569999, 28.870000, 28.674812, 28.856328, 28.869739
24983, 28.858467, 28.569999, 28.870000, 28.719272, 28.856328, 28.875825
25322, 28.869194, 28.569999, 28.870000, 28.687229, 28.856328, 28.873485
25661, 28.869194, 28.559999, 28.870000, 28.643970, 28.856328, 28.865209
26000, 28.869194, 28.559999, 28.870000, 28.668403, 28.856328, 28.868534
26338, 28.869194, 28.569999, 28.870000, 28.684425, 28.856328, 28.873075
26677, 28.869194, 28.559999, 28.850000, 28.674411, 28.847929, 28.863080
27016, 28.869194, 28.559999, 28.850000, 28.656787, 28.847929, 28.860622
27354, 28.847740, 28.559999, 28.850000, 28.679618, 28.847929, 28.859674
27693, 28.858467, 28.559999, 28.870000, 28.679218, 28.847929, 28.866165
28032, 28.858467, 28.540000, 28.850000, 28.686828, 28.839530, 28.856266
28370, 28.847740, 28.559999, 28.870000, 28.693237, 28.839530, 28.864238
28709, 28.847740, 28.559999, 28.879999, 28.686828, 28.839530, 28.865638
29048, 28.858467, 28.569999, 28.850000, 28.678016, 28.839530, 28.862037
29387, 28.858467, 28.559999, 28.870000, 28.685626, 28.839530, 28.865251
29725, 28.869194, 28.559999, 28.850000, 28.690834, 28.839530, 28.863510
30064, 28.858467, 28.559999, 28.870000, 28.705654, 28.847929, 28.869804
30403, 28.858467, 28.569999, 28.870000, 28.700447, 28.847929, 28.871440
30741, 28.858467, 28.569999, 28.870000, 28.705253, 28.847929, 28.872108
31080, 28.869194, 28.569999, 28.870000, 28.689632, 28.856328, 28.873804
31419, 28.869194, 28.559999, 28.870000, 28.692035, 28.847929, 28.870010
31758, 28.858467, 28.569999, 28.870000, 28.701248, 28.847929, 28.871555
32096, 28.869194, 28.569999, 28.879999, 28.658390, 28.847929, 28.869962
32435, 28.869194, 28.569999, 28.879999, 28.676013, 28.856328, 28.874177
32774, 28.869194, 28.569999, 28.870000, 28.680820, 28.856328, 28.872602
33112, 28.879913, 28.569999, 28.870000, 28.686828, 28.856328, 28.875455
33451, 28.869194, 28.569999, 28.879999, 28.659992, 28.856328, 28.871997
33790, 28.879913, 28.569999, 28.870000, 28.704452, 28.856328, 28.877876
34129, 28.869194, 28.569999, 28.879999, 28.670005, 28.856328, 28.873382
34467, 28.879913, 28.569999, 28.879999, 28.680019, 28.856328, 28.876781
34806, 28.879913, 28.559999, 28.870000, 28.662796, 28.856328, 28.869844
35145, 28.869194, 28.569999, 28.879999, 28.684024, 28.856328, 28.875280
35483, 28.879913, 28.590000, 28.870000, 28.698043, 28.856328, 28.881662
35822, 28.869194, 28.559999, 28.870000, 28.674411, 28.856328, 28.869419
36161, 28.879913, 28.559999, 28.879999, 28.701248, 28.856328, 28.877349
36500, 28.869194, 28.540000, 28.879999, 28.689231, 28.856328, 28.869035
36838, 28.869194, 28.559999, 28.870000, 28.687229, 28.856328, 28.871135
37177, 28.879913, 28.559999, 28.879999, 28.726482, 28.856328, 28.880825
37516, 28.879913, 28.569999, 28.879999, 28.714866, 28.856328, 28.881591
37854, 28.879913, 28.569999, 28.879999, 28.689632, 28.864727, 28.879926
38193, 28.890640, 28.559999, 28.879999, 28.693637, 28.864727, 28.880184
38532, 28.890640, 28.569999, 28.899999, 28.677215, 28.864727, 28.884763
38870, 28.879913, 28.559999, 28.879999, 28.708057, 28.864727, 28.880142
39209, 28.890640, 28.569999, 28.899999, 28.686828, 28.864727, 28.886081
39548, 28.869194, 28.569999, 28.879999, 28.665599, 28.856328, 28.872804
39887, 28.890640, 28.569999, 28.879999, 28.666801, 28.864727, 28.878799
40225, 28.890640, 28.569999, 28.879999, 28.667602, 28.864727, 28.878931
40564, 28.879913, 28.569999, 28.879999, 28.672409, 28.864727, 28.877553
40903, 28.879913, 28.559999, 28.870000, 28.646774, 28.873085, 28.871238
